Data_Year,ID,Name,Address,ZIP Code,Community Area,Primary Property Type,SqFt,Year_Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site_EUI_kBtu_sqft,Source EUI (kBtu/sq ft),Weather_Normalized_Site_EUI_kBtu_sqft,Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,172544,Technology Business Center,3440 S. Dearborn Street,60616,DOUGLAS,Office,144195,1943,1,3,11317262.8,,17113602.3,15013835.9,,301.3,493.3,314.1,508.8,4013.6,27.8,41.83131494,-87.62845898,"(41.83131494, -87.62845898)"
2016,103778,WEISS MEMORIAL HOSPITAL,4646 N MARINE DR,60640,UPTOWN,Hospital (General Medical & Surgical),412000,1952,4,36,38837124.1,85150431.4,,,,300.9,513,295.1,506.8,11681.3,28.4,41.96683175,-87.64961847,"(41.96683175, -87.64961847)"
2016,125235,8527-Ukrainian Village,2021 W Chicago Ave,60622,WEST TOWN,Supermarket/Grocery Store,54963,2013,1,75,7588833.9,8842600.5,,,,299,602.5,313.6,617.9,1868.5,34,41.89552589,-87.67837795,"(41.89552589, -87.67837795)"
2017,119349,Pete's Pulaski,4343 S. Pulaski,60632,ARCHER HEIGHTS,Supermarket/Grocery Store,56000,2003,1,36,10488529,6248638,,,,298.9,705.3,,,2271.2,40.6,41.8138411,-87.72238849,"(41.8138411, -87.72238849)"
2016,251950,McLean,5824 S. Ellis Ave.,60637,HYDE PARK,Laboratory,110070,1953,1,,8089340.2,,24751622.9,,,298.4,501.3,310.9,516.3,3134.5,28.5,41.789752,-87.601272,"(41.789752, -87.601272)"
2014,103630,Stroger Hospital Campus,1901 W. Harrison St.,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),1802093,2002,4,18,187764271,348611023,,,,298,530,290,523,56241,31.21,41.874071,-87.674135,"(41.874071, -87.674135)"
2016,120965,8512-South Loop (16th & Clark),1615 S Clark Street,60616,NEAR SOUTH SIDE,Supermarket/Grocery Store,61872,2013,1,58,11285347,7121399.9,,,,297.5,693.6,306.3,702.9,2458.4,39.7,41.859892,-87.630216,"(41.859892, -87.630216)"
2015,103778,WEISS MEMORIAL HOSPITAL,4646 N MARINE DR,60640,UPTOWN,Hospital (General Medical & Surgical),412000,1952,4,37,38365586,82996015,,,,294.6,503.9,293.1,502.3,12116,29.4,41.96683175,-87.64961847,"(41.96683175, -87.64961847)"
2017,175508,53100507--CHICAGO,5353 N. Elston,60630,JEFFERSON PARK,Supermarket/Grocery Store,63165,2013,1,51,10339326,8262900,,,,294.5,651.3,303.2,657,2350.6,37.2,41.97887489,-87.75758499,"(41.97887489, -87.75758499)"
2016,103273,Indian Trails Apts.,"251 E. 121st St., 221 E. 121st St., 12141 S. Indiana Ave.",60628,WEST PULLMAN,Multifamily Housing,193164,1971,3,,44058405.4,12747563.8,,,,294.1,785.5,,,8798,45.5,41.69755188,-87.61477587,"(41.69755188, -87.61477587)"
2017,103778,WEISS MEMORIAL HOSPITAL,4646 N MARINE DR,60640,UPTOWN,Hospital (General Medical & Surgical),412000,1952,4,39,37806427,83216042,,,,293.7,500.2,295.5,502,11410.2,27.7,41.96683175,-87.64961847,"(41.96683175, -87.64961847)"
2016,252039,Accelerator/High Energy Physics,5604-20 South Ellis Avenue,60637,HYDE PARK,Laboratory,90986,1949,2,,13963511.1,,12582778.1,,,291.8,648.3,294.4,648.8,3409.2,37.5,41.793042,-87.601363,"(41.793042, -87.601363)"
2014,100867,Rush University Medical Center,1653 West Congress Parkway,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),4098526,1982,9,4,474588387,346243488,365475113,,,289,560,285,554,138008,33.67,41.875121,-87.668005,"(41.875121, -87.668005)"
2015,252053,Kent Chemical Laboratory,1020-24 East 58th Street,60637,HYDE PARK,Laboratory,59841,1894,1,,3034181,,9193621,5029800,,288.4,428.1,289.4,430.2,1485,24.8,41.789621,-87.597784,"(41.789621, -87.597784)"
2016,250020,Gage Park,2411 West 55th Street,60609,GAGE PARK,Other - Recreation,58960,1926,1,,1061206.7,15930492.2,,,,288.2,340.2,323.7,377.5,1041.7,17.7,41.79382847,-87.68432907,"(41.79382847, -87.68432907)"
2016,103630,Stroger Hospital Campus,1901 W. Harrison St.,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),1802093,2002,4,17,187360255.8,331067723.3,,,,287.7,519.4,293.1,520.8,52119,28.9,41.874071,-87.674135,"(41.874071, -87.674135)"
2017,175223,FM Property LLC,833-857 W Fulton Market,60607,NEAR WEST SIDE,Multifamily Housing,58734,1900,1,1,4867215,12003892,,,,287.2,474.8,293.5,479.6,1537.5,26.2,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2017,174228,Roscoe Square,3330 N Western Ave,60618,NORTH CENTER,Supermarket/Grocery Store,51298,1981,1,18,8994025,5674500,,,,285.9,666.7,290.6,669.3,1964.3,38.3,41.94133511,-87.68998877,"(41.94133511, -87.68998877)"
2017,103630,Stroger Hospital Campus,1901 W. Harrison St.,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),1802093,2002,4,17,183817303,331315233,,,,285.9,513.3,292.4,518.4,51584.6,28.6,41.874071,-87.674135,"(41.874071, -87.674135)"
2015,252112,Pete's Cermak,2526 W. Cermak ,60608,SOUTH LAWNDALE,Supermarket/Grocery Store,74000,2006,1,50,11684524,9375001,,,,284.6,628.8,287.4,628.9,2846,38.5,41.8532888,-87.68928885,"(41.8532888, -87.68928885)"
2015,158958,Jackson Park Hospital,7531-45 STONY-ISLAND AVE,60649,SOUTH SHORE,Hospital (General Medical & Surgical),382000,1932,6,21,31642311,76743724,,,,283.7,471,279.5,465.4,10434,27.3,41.75763999,-87.585176,"(41.75763999, -87.585176)"
2015,100179,Saint Anthony Hospital - Main Hospital,2875 West 19th Street,60623,SOUTH LAWNDALE,Hospital (General Medical & Surgical),239057,1897,1,44,25883466,41775015,,,,283,523.5,286.3,524.2,7419,31,41.85513555,-87.6978405,"(41.85513555, -87.6978405)"
2015,120965,8512-South Loop (16th & Clark),1615 S Clark Street,60616,NEAR SOUTH SIDE,Supermarket/Grocery Store,61872,2013,1,65,10166010,7337500,,,,282.9,640.4,288,645.8,2432,39.3,41.859892,-87.630216,"(41.859892, -87.630216)"
2015,103630,Stroger Hospital Campus,1901 W. Harrison St.,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),1802093,2002,4,20,175877067,332917363,,,,282.3,500.4,285.7,501.8,53019,29.4,41.874071,-87.674135,"(41.874071, -87.674135)"
2017,174126,Pete's 118th,3454 3620 E. 118th Street,60617,HEGEWISCH,Supermarket/Grocery Store,54000,1980,1,51,9527259,5707355,,,,282.1,665,294,674.2,2064.7,38.2,41.68095,-87.535552,"(41.68095, -87.535552)"
2016,100867,Rush University Medical Center,1653 West Congress Parkway,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),4098526,1982,9,6,468672320,329160898,357545658.8,,,281.9,548.3,288.1,551.4,127610,31.1,41.875121,-87.668005,"(41.875121, -87.668005)"
2016,100179,Saint Anthony Hospital - Main Hospital,2875 West 19th Street,60623,SOUTH LAWNDALE,Hospital (General Medical & Surgical),239057,1897,1,47,25863669.7,41427477.1,,,,281.5,521.7,285.8,521.1,6967.6,29.1,41.85513555,-87.6978405,"(41.85513555, -87.6978405)"
2015,119758,03721-Archer & Austin,6107 S. Archer Ave.,60638,GARFIELD RIDGE,Supermarket/Grocery Store,50111,2002,1,45,8438381,5627600,,,,280.7,646.7,284,647.7,1994,39.8,41.79384673,-87.77030944,"(41.79384673, -87.77030944)"
2017,158644,Astor House,1340 N. Astor Street,60610,NEAR NORTH SIDE,Multifamily Housing,206150,1969,1,1,6443521,51319287,,,,280.2,359.5,280.5,360.6,3917.2,19,41.9070422,-87.62817979,"(41.9070422, -87.62817979)"
2015,176021,MetraMarket of Chicago,118 N. Canal Street,60661,NEAR WEST SIDE,Mixed Use Property,62792,2006,1,,9587659,7981279,,,,279.8,612.9,292.3,630.3,2350,37.4,41.883698,-87.639811,"(41.883698, -87.639811)"
2017,120965,53100512--CHICAGO,1615 S Clark Street,60616,NEAR SOUTH SIDE,Supermarket/Grocery Store,61872,2013,1,53,11132964,6160300,,,,279.5,669.5,286.7,677.1,2385.6,38.6,41.859892,-87.630216,"(41.859892, -87.630216)"
2016,160217,ECD Great Street LLC,201 North State Street,60601,LOOP,Hotel,132872,2009,1,14,15935432.1,21208445.4,,,,279.5,544.2,292.4,557.7,4063.7,30.6,41.8862111,-87.6277372,"(41.8862111, -87.6277372)"
2015,174126,Pete's 118th,3454 3620 E. 118th Street,60617,HEGEWISCH,Supermarket/Grocery Store,54000,1980,1,50,9731768,5330200,,,,278.9,669.5,290.9,679.1,2238,41.5,41.68095,-87.535552,"(41.68095, -87.535552)"
2017,250121,St Bernard Hospital,326 West 64th St,60621,ENGLEWOOD,Hospital (General Medical & Surgical),353240,1904,1,71,21853816,76021641,,,,277.1,420.2,280.7,424,8078.5,22.9,41.77854141,-87.6336173,"(41.77854141, -87.6336173)"
2017,126126,Pete's Kedgie,4700 S. Kedgie,60632,BRIGHTON PARK,Supermarket/Grocery Store,54000,1990,1,55,9619165,5259158,,,,275.5,661.6,,,2057.9,38.1,41.80740022,-87.70533038,"(41.80740022, -87.70533038)"
2017,252039,Accelerator/High Energy Physics,5604-20 South Ellis Avenue,60637,HYDE PARK,Laboratory,90986,1949,2,,13424695,,11624784,,,275.3,617,279.8,622.4,3254,35.8,41.793042,-87.601363,"(41.793042, -87.601363)"
2017,124312,Elston Plaza,5033 N. ELSTON AVE,60630,ALBANY PARK,Retail Store,86894,1980,1,6,9363275,14524661,,,,274.9,513.9,274.9,513.9,2502.7,28.8,41.97217299,-87.7466969,"(41.97217299, -87.7466969)"
2016,252112,Pete's Cermak,2526 W. Cermak ,60608,SOUTH LAWNDALE,Supermarket/Grocery Store,74000,2006,1,56,11896941.1,8331799.5,,,,273.4,623,277.1,621.5,2635.4,35.6,41.8532888,-87.68928885,"(41.8532888, -87.68928885)"
2017,255002,53100539 -- Chicago,3857 South Dr. Martin Luther King Jr. Drive,60653,Douglas,Supermarket/Grocery Store,72115,2016,1,57,9095652,10601287,,,,273.1,550.4,279.8,555.1,2244.8,31.1,41.8149269,-87.6184709,"(41.8149269, -87.6184709)"
2016,250138,Provident Hospital,500 E. 51st St.,60615,GRAND BOULEVARD,Hospital (General Medical & Surgical),373995,1981,2,3,39117488.2,62607603.3,,,,272,504.2,288.8,518.6,10535.6,28.2,41.802169,-87.613988,"(41.802169, -87.613988)"
2017,134776,University Club of Chicago,76 East Monroe Street,60603,LOOP,Hotel,144036,1907,1,,10491453,28628454,,,,271.6,437.4,277.4,445.1,3460.4,24,41.880838,-87.624993,"(41.880838, -87.624993)"
2016,250017,Humboldt Park,1440 North Sacramento,60622,NORTH LAWNDALE,Other - Recreation,57229,1928,1,,2708328.9,12832184.3,,,,271.5,384,301.6,415.6,1180.8,20.6,41.906756,-87.701357,"(41.906756, -87.701357)"
2016,252053,Kent Chemical Laboratory,1020-24 East 58th Street,60637,HYDE PARK,Laboratory,59841,1894,1,,2997264.6,,8540394.9,4680600.2,,271,407.2,272.6,410.9,1366.2,22.8,41.789621,-87.597784,"(41.789621, -87.597784)"
2016,126126,Pete's Kedgie,4700 S. Kedgie,60632,BRIGHTON PARK,Supermarket/Grocery Store,54000,1990,1,56,10314353.2,4287699.9,,,,270.4,683.1,273.1,681.1,2128.9,39.4,41.80740022,-87.70533038,"(41.80740022, -87.70533038)"
2016,174126,Pete's 118th,3454 3620 E. 118th Street,60617,HEGEWISCH,Supermarket/Grocery Store,54000,1980,1,58,9732614,4807399.9,,,,269.3,659.4,277.4,660.4,2049.3,37.9,41.68095,-87.535552,"(41.68095, -87.535552)"
2016,132823,Bria of Forest Edge,8001 S. Western Avenue,60620,ASHBURN,Senior Care Community,72786,1963,1,1,5628367,13862099.8,,,,267.8,442.8,286.2,454.9,1773.7,24.4,41.74785085,-87.6824488,"(41.74785085, -87.6824488)"
2016,158958,Jackson Park Hospital,7531-45 STONY-ISLAND AVE,60649,SOUTH SHORE,Hospital (General Medical & Surgical),382000,1932,6,33,30216767.5,72061273.4,,,,267.7,446.5,263.3,438.7,9397.1,24.6,41.75763999,-87.585176,"(41.75763999, -87.585176)"
2015,132823,Bria of Forest Edge,8001 S. Western Avenue,60620,ASHBURN,Senior Care Community,72786,1963,1,1,5496937,13968191,,,,267.4,438.6,277.4,446.6,1846,25.4,41.74785085,-87.6824488,"(41.74785085, -87.6824488)"
2016,160082,Hilton Chicago O'Hare Airport,10000 W OHARE DR,60666,OHARE,Hotel,515556,1970,1,14,20980548.4,18884699.4,,88763999.1,8912998.4,266.8,359.2,253.6,346.5,10139.9,19.7,41.977617,-87.90421,"(41.977617, -87.90421)"
2015,251316,02508-Howard & Clark,1763 W Howard St,60626,ROGERS PARK,Supermarket/Grocery Store,70262,2013,1,19,12200490,6542600,,,,266.8,643,266.8,643,2799,39.8,42.01936658,-87.67528214,"(42.01936658, -87.67528214)"
2017,110854,River Village Pointe Condominium Association,845 N. Kingsbury,60610,NEAR NORTH SIDE,Multifamily Housing,86892,2007,1,1,3226595,19939000,,,,266.6,357.5,284.4,376.8,1655.6,19.1,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,101179,Shriners Hospital for Children-Chicago,2211 N. Oak Park Ave.,60707,MONTCLARE,Hospital (General Medical & Surgical),196466,1981,1,23,17207227.8,35177202.2,,,,266.6,463,255.7,446,5040.1,25.7,41.91969032,-87.79508098,"(41.91969032, -87.79508098)"
2016,250121,St Bernard Hospital,326 West 64th St,60621,ENGLEWOOD,Hospital (General Medical & Surgical),353240,1904,1,72,24115712.3,69869879.2,,,,266.1,422.1,254.2,407.6,8156.2,23.1,41.77854141,-87.6336173,"(41.77854141, -87.6336173)"
2015,121212,Village Market,333 E. Benton,60601,LOOP,Other - Mall,136783,2011,1,,16874039,19495453,,,,265.9,537,269.3,540.6,4426,32.4,41.88548291,-87.61846032,"(41.88548291, -87.61846032)"
2016,251344,03470-Elston & Addison,3570 North Elston,60618,AVONDALE,Supermarket/Grocery Store,55024,1983,1,46,10161840.2,4459699.8,,,,265.7,665,265.4,658.9,2109.9,38.3,41.94511719,-87.70845236,"(41.94511719, -87.70845236)"
2017,250128,CCD,5700 S. Maryland Av.,60637,HYDE PARK,Hospital (General Medical & Surgical),1205371,2013,1,7,145170569,,174526975,,,265.2,552.4,268.6,554.3,38429.6,31.9,41.7910213,-87.60552924,"(41.7910213, -87.60552924)"
2017,238595,Lake Shore Towers Cooperative Building Corporation,3920 N Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,91460,1968,1,1,1662313,22528394,,,,264.5,315.7,289.5,342,1503.9,16.4,41.95364371,-87.64557609,"(41.95364371, -87.64557609)"
2017,175551,03187-119th and Marshfield,11730 S. Marshfield Ave.,60643,MORGAN PARK,Supermarket/Grocery Store,61567,2008,1,55,10229855,6051900,,,,264.5,624.9,274.5,634.2,2212.9,35.9,41.68050591,-87.66246295,"(41.68050591, -87.66246295)"
2015,100867,Rush University Medical Center,1653 West Congress Parkway,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),4098526,1982,9,9,461845249,300796332,318219795,,,263.7,524.3,266.9,525.7,129897,31.7,41.875121,-87.668005,"(41.875121, -87.668005)"
2017,100179,Saint Anthony Hospital - Main Hospital,2875 West 19th Street,60623,SOUTH LAWNDALE,Hospital (General Medical & Surgical),239057,1897,1,55,24796461,38109935,,,,263.1,493.1,268.6,496.7,6608.9,27.6,41.85513555,-87.6978405,"(41.85513555, -87.6978405)"
2016,250023,La Follette Park,1333 North Laramie,60651,AUSTIN,Other - Recreation,64955,1927,1,,60992.3,17029615.7,,,,263.1,278.2,295.8,312.3,915.8,14.1,41.90498543,-87.75511034,"(41.90498543, -87.75511034)"
2014,100433,Presence SMEMC St Mary Campus,2233 West Division St,60622,WEST TOWN,Hospital (General Medical & Surgical),681854,1976,4,38,67182962,112338299,,,,263,482,255,473,19465,28.55,41.90251573,-87.68336086,"(41.90251573, -87.68336086)"
2017,252040,Kersten Physics Teaching Center,5720 South Ellis Avenue,60637,HYDE PARK,College/University,59287,1985,1,,1577583,,12681474,1325160,,262.9,363.2,261.9,362.3,1203.6,20.3,41.79106711,-87.60164712,"(41.79106711, -87.60164712)"
2017,252112,Pete's Cermak,2526 W. Cermak,60608,SOUTH LAWNDALE,Supermarket/Grocery Store,74000,2006,1,53,11874395,7544458,,,,262.4,610.9,265.7,612.7,2596.2,35.1,41.8532888,-87.68928885,"(41.8532888, -87.68928885)"
2017,252053,Kent Chemical Laboratory,1020-24 East 58th Street,60637,HYDE PARK,Laboratory,59841,1894,1,,2731741,,8635546,4279200,,261.5,388.5,267.9,396.9,1304,21.8,41.789621,-87.597784,"(41.789621, -87.597784)"
2015,126126,Pete's Kedgie,4700 S. Kedgie,60632,BRIGHTON PARK,Supermarket/Grocery Store,54000,1990,1,57,9922942,4180200,,,,261.2,658.3,263.4,658.4,2216,41,41.80740022,-87.70533038,"(41.80740022, -87.70533038)"
2014,103770,CME Group Inc,333 South LaSalle,60604,LOOP,Financial Office,261217,1997,1,3,41456517,,,26638909,,261,600,257,588,9733,37.26,41.877735,-87.631723,"(41.877735, -87.631723)"
2016,119758,03721-Archer & Austin,6107 S. Archer Ave.,60638,GARFIELD RIDGE,Supermarket/Grocery Store,50111,2002,1,53,8624225.8,4448399.3,,,,260.9,633.6,266.3,634.2,1825.9,36.4,41.79384673,-87.77030944,"(41.79384673, -87.77030944)"
2015,251950,McLean,5824 S. Ellis Ave.,60637,HYDE PARK,Laboratory,110070,1953,1,,8465657,,20238300,,,260.8,462.7,264.7,467.4,3045,27.7,41.789752,-87.601272,"(41.789752, -87.601272)"
2017,260149,Riverside Square & River's Edge,3145 South Ashland,60608,MCKINLEY PARK,Supermarket/Grocery Store,74495,1987,1,42,10370388,9023900,,,,260.3,564.3,266.7,571,2396.7,32.2,41.8365795,-87.66384491,"(41.8365795, -87.66384491)"
2015,102079,East Bank Club,500 North Kingsbury Street,60654,NEAR NORTH SIDE,Fitness Center/Health Club/Gym,302780,1980,1,,35794473,42964196,,,,260.1,520.2,262.6,521.3,9474,31.3,41.89011705,-87.63932051,"(41.89011705, -87.63932051)"
2016,122919,03241-Paulina & Division,1341 N Paulina,60622,WEST TOWN,Supermarket/Grocery Store,52422,1984,1,55,9632997.2,3996300.1,,,,260,657,264.6,654.9,1987.8,37.9,41.906155,-87.669973,"(41.906155, -87.669973)"
2015,252037,Ratner Athletics Center,5530 South Ellis Avenue,60637,HYDE PARK,Fitness Center/Health Club/Gym,168984,2003,1,,11915963,,23793673,8132400,,259.4,438.9,258.1,437.2,4403,26.1,41.794456,-87.601381,"(41.794456, -87.601381)"
2016,251318,03181-87th & State St,87 W 87th Street,60620,CHATHAM,Supermarket/Grocery Store,70022,1974,1,48,12701535.1,5392800.2,,,,258.4,650.4,266.5,654.9,2627.6,37.5,41.73449408,-87.62742921,"(41.73449408, -87.62742921)"
2016,238595,Lake Shore Towers Cooperative Building Corporation,3920 N Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,91460,1968,1,1,1794950.8,21841898.2,,,,258.4,312.4,290.1,345.6,1491,16.3,41.95364371,-87.64557609,"(41.95364371, -87.64557609)"
2016,121212,Village Market,333 E. Benton,60601,LOOP,Other - Mall,136783,2011,1,,15900933.4,19373757,,,,257.9,513.7,263.5,519.7,3959.9,29,41.88548291,-87.61846032,"(41.88548291, -87.61846032)"
2016,237373,One East Scott (237373),1 East Scott St.,60610,NEAR NORTH SIDE,Multifamily Housing,182406,1968,1,1,5915036.4,40994033.8,,,,257.2,337.8,277,355.6,3267.7,17.9,41.90462486,-87.6282924,"(41.90462486, -87.6282924)"
2015,122005,03170-Pulaski & 55th St,5320 S Pulaski,60632,WEST ELSDON,Supermarket/Grocery Store,71923,1973,1,67,12190267,6275600,,,,256.7,623.8,263.4,630.8,2783,38.7,41.79586453,-87.72502577,"(41.79586453, -87.72502577)"
2016,165353,02500-Canal & Roosevelt,1340 S Canal St,60607,NEAR WEST SIDE,Supermarket/Grocery Store,71373,2013,1,71,11943958.5,6321299.6,,,,255.9,618.5,265.8,626,2537.3,35.5,41.86412029,-87.6398863,"(41.86412029, -87.6398863)"
2016,251316,02508-Howard & Clark,1763 W Howard St,60626,ROGERS PARK,Supermarket/Grocery Store,70262,2013,1,24,12507327.5,5432299.8,,,,255.3,640.1,259.5,640.3,2593.9,36.9,42.01936658,-87.67528214,"(42.01936658, -87.67528214)"
2017,119758,03721-Archer & Austin,6107 S. Archer Ave.,60638,GARFIELD RIDGE,Supermarket/Grocery Store,50111,2002,1,74,8532658,4254100,,,,255.2,623.8,262.5,630.5,1803.6,36,41.79384673,-87.77030944,"(41.79384673, -87.77030944)"
2017,250138,Provident Hospital,500 E. 51st St.,60615,GRAND BOULEVARD,Hospital (General Medical & Surgical),373995,1981,2,4,38737596,56676412,,,,255.1,484.4,268.6,498.4,10172.7,27.2,41.802169,-87.613988,"(41.802169, -87.613988)"
2015,101179,Shriners Hospital for Children-Chicago,2211 N. Oak Park Ave.,60707,MONTCLARE,Hospital (General Medical & Surgical),196466,1981,1,28,16284889,33800499,,,,254.9,440.9,255.1,439.9,5067,25.8,41.91969032,-87.79508098,"(41.91969032, -87.79508098)"
2015,165353,02500-Canal & Roosevelt,1340 S Canal St,60607,NEAR WEST SIDE,Supermarket/Grocery Store,71373,2013,1,67,11991938,6202601,,,,254.9,618.8,258.5,621.2,2739,38.4,41.86412029,-87.6398863,"(41.86412029, -87.6398863)"
2017,132823,Bria of Forest Edge,8001 S. Western Avenue,60620,ASHBURN,Senior Care Community,72786,1963,1,1,5721856,12818441,,,,254.7,431.8,269.4,446.7,1738.8,23.9,41.74785085,-87.6824488,"(41.74785085, -87.6824488)"
2016,260149,Riverside Square & River's Edge,2145 South Ashland,60608,MCKINLEY PARK,Supermarket/Grocery Store,74495,1987,1,82,10683685.1,8289799.8,,,,254.7,567.2,263.8,574.3,2409.5,32.3,41.8365795,-87.66384491,"(41.8365795, -87.66384491)"
2016,250032,California Park /  McFetridge,3843 North California,60618,IRVING PARK,Other - Recreation,107884,1970,1,,6515845.2,20928803.1,,,,254.4,393.3,254.4,393.3,2312.6,21.4,41.951063,-87.698166,"(41.951063, -87.698166)"
2015,175551,03187-119th and Marshfield,11730 S. Marshfield Ave.,60643,MORGAN PARK,Supermarket/Grocery Store,62614,2008,1,56,10311992,5601500,,,,254.2,611.1,259.8,615.4,2369,37.8,41.68050591,-87.66246295,"(41.68050591, -87.66246295)"
2014,101681,Presence Resurrection Medical Center,7435 West Talcott Avenue,60631,NORWOOD PARK,Hospital (General Medical & Surgical),1096075,1953,2,31,91777477,186358801,,,,254,441,246,433,28338,25.85,41.98632417,-87.81456571,"(41.98632417, -87.81456571)"
2016,251320,03376-Kinzie & Des Plaines,370 N. Des Plaines,60661,WEST TOWN,Supermarket/Grocery Store,65000,2008,1,64,9911133.2,6576299.9,,,,253.7,585,262.9,589.6,2176.1,33.5,41.88836058,-87.6443069,"(41.88836058, -87.6443069)"
2014,102079,East Bank Club,500 North Kingsbury Street,60654,NEAR NORTH SIDE,Fitness Center/Health Club/Gym,302780,1980,1,,37592154,38890102,,,,253,525,249,521,9618,31.77,41.89011705,-87.63932051,"(41.89011705, -87.63932051)"
2016,250128,CCD,5700 S. Maryland Av.,60637,HYDE PARK,Hospital (General Medical & Surgical),1205371,2013,1,9,139353552.3,,165655560.6,,,253,528.4,256.1,526.7,36685.1,30.4,41.7910213,-87.60552924,"(41.7910213, -87.60552924)"
2015,122919,03241-Paulina & Division,1341 N Paulina,60622,WEST TOWN,Supermarket/Grocery Store,52422,1984,1,54,9410637,3776300,,,,251.6,639.3,254.8,639.4,2091,39.9,41.906155,-87.669973,"(41.906155, -87.669973)"
2017,120299,53100516--CHICAGO,2112 N Ashland Ave,60614,LOGAN SQUARE,Supermarket/Grocery Store,80033,2013,1,68,12938096,7182569,,,,251.4,601.8,256.9,606.8,2773.7,34.7,41.85378308,-87.66645019,"(41.85378308, -87.66645019)"
2014,250127,Bernard Mitchell Hospital,5815 S. Maryland Av.,60637,HYDE PARK,Hospital (General Medical & Surgical),430772,1983,1,12,47458293,,60464165,,,251,515,251,515,13550,31.45,41.789224,-87.604896,"(41.789224, -87.604896)"
